Payment_Type,Amount,Vendor_Type,PAN_Available,TDS_Section,TDS_Rate,TDS_Amount
Rent,202193,Company,Yes,194I,10,20219.3
Professional,53053,Individual,No,194J,20,10610.6
Salary,95565,Employee,No,192,20,19113.0
Rent,155917,Individual,Yes,194I,10,15591.7
Interest,366688,Individual,No,194A,20,73337.6
Interest,162560,Individual,No,194A,20,32512.0
Professional,197195,Company,No,194J,20,39439.0
Interest,311367,Individual,Yes,194A,10,31136.7
Contractor,52065,Individual,Yes,194C,1,520.65
Salary,25585,Employee,No,192,20,5117.0
Contractor,69991,Individual,Yes,194C,2,1399.82
Contractor,359593,Company,No,194C,20,71918.6
Contractor,480135,Individual,Yes,194C,1,4801.35
Professional,86422,Company,Yes,194J,10,8642.2
Contractor,172164,Individual,No,194C,20,34432.8
Contractor,372547,Company,Yes,194C,1,3725.47
Contractor,223247,Individual,Yes,194C,1,2232.47
Contractor,337320,Company,Yes,194C,2,6746.4
Contractor,463882,Individual,No,194C,20,92776.4
Professional,185769,Company,Yes,194J,10,18576.9
Rent,477720,Individual,Yes,194I,10,47772.0
Rent,392867,Individual,Yes,194I,10,39286.7
Contractor,265425,Company,Yes,194C,2,5308.5
Salary,400188,Employee,Yes,192,10,40018.8
Interest,356694,Individual,Yes,194A,10,35669.4
Contractor,53766,Company,Yes,194C,2,1075.32
Professional,74972,Company,No,194J,20,14994.4
Rent,87628,Company,Yes,194I,10,8762.8
Rent,453643,Individual,Yes,194I,10,45364.3
Interest,208221,Individual,Yes,194A,10,20822.1
Salary,313201,Employee,Yes,192,20,62640.2
Salary,113822,Employee,No,192,20,22764.4
Interest,283404,Company,No,194A,20,56680.8
Rent,63010,Individual,No,194I,20,12602.0
Contractor,102399,Individual,Yes,194C,1,1023.99
Rent,430486,Individual,Yes,194I,10,43048.6
Interest,491056,Individual,No,194A,20,98211.2
Professional,80201,Individual,No,194J,20,16040.2
Rent,450088,Individual,No,194I,20,90017.6
Contractor,108166,Individual,No,194C,20,21633.2
Interest,117105,Individual,Yes,194A,10,11710.5
Professional,499831,Individual,No,194J,20,99966.2
Rent,306678,Individual,No,194I,20,61335.6
Professional,119608,Individual,Yes,194J,10,11960.8
Contractor,233689,Company,No,194C,20,46737.8
Contractor,347757,Individual,Yes,194C,1,3477.57
Contractor,77741,Individual,Yes,194C,1,777.41
Rent,274374,Individual,Yes,194I,10,27437.4
Interest,276770,Individual,No,194A,20,55354.0
Professional,28821,Individual,No,194J,20,5764.2
Professional,380906,Company,Yes,194J,10,38090.6
Rent,88235,Company,Yes,194I,10,8823.5
Salary,93533,Employee,Yes,192,10,9353.3
Salary,292810,Employee,Yes,192,10,29281.0
Professional,49905,Individual,No,194J,20,9981.0
Contractor,438773,Company,Yes,194C,1,4387.73
Salary,388302,Employee,No,192,20,77660.4
Salary,371331,Employee,Yes,192,5,18566.55
Rent,320009,Individual,No,194I,20,64001.8
Rent,351045,Individual,Yes,194I,10,35104.5
Professional,264924,Company,No,194J,20,52984.8
Contractor,438860,Company,Yes,194C,2,8777.2
Salary,91336,Employee,No,192,20,18267.2
Contractor,259873,Company,Yes,194C,2,5197.46
Rent,321581,Individual,Yes,194I,10,32158.1
Professional,447282,Individual,No,194J,20,89456.4
Professional,432877,Company,Yes,194J,10,43287.7
Professional,330759,Individual,Yes,194J,10,33075.9
Professional,143660,Individual,Yes,194J,10,14366.0
Rent,477939,Individual,No,194I,20,95587.8
Rent,90419,Company,No,194I,20,18083.8
Contractor,490557,Company,No,194C,20,98111.4
Interest,327827,Individual,No,194A,20,65565.4
Salary,235975,Employee,Yes,192,20,47195.0
Professional,162433,Company,No,194J,20,32486.6
Interest,326950,Individual,No,194A,20,65390.0
Professional,371606,Individual,Yes,194J,10,37160.6
Rent,203751,Individual,No,194I,20,40750.2
Interest,386464,Company,Yes,194A,10,38646.4
Interest,203030,Individual,No,194A,20,40606.0
Rent,415379,Individual,Yes,194I,10,41537.9
Interest,139107,Individual,No,194A,20,27821.4
Rent,30936,Individual,Yes,194I,10,3093.6
Rent,283637,Company,Yes,194I,10,28363.7
Contractor,95756,Individual,Yes,194C,1,957.56
Interest,489933,Individual,Yes,194A,10,48993.3
Professional,198011,Individual,Yes,194J,10,19801.1
Contractor,49294,Individual,No,194C,20,9858.8
Rent,460483,Company,No,194I,20,92096.6
Salary,233577,Employee,Yes,192,5,11678.85
Salary,209758,Employee,Yes,192,5,10487.9
Contractor,103835,Individual,No,194C,20,20767.0
Professional,261108,Individual,Yes,194J,10,26110.8
Professional,213093,Individual,No,194J,20,42618.6
Rent,419411,Individual,No,194I,20,83882.2
Salary,277068,Employee,Yes,192,30,83120.4
Salary,307915,Employee,Yes,192,20,61583.0
Salary,26175,Employee,Yes,192,5,1308.75
Rent,240866,Company,Yes,194I,10,24086.6
Contractor,120107,Company,Yes,194C,2,2402.14
Interest,344656,Individual,No,194A,20,68931.2
Professional,21209,Individual,No,194J,20,4241.8
Professional,117727,Company,Yes,194J,10,11772.7
Contractor,212980,Company,No,194C,20,42596.0
Contractor,406382,Individual,Yes,194C,2,8127.64
Salary,233573,Employee,No,192,20,46714.6
Interest,86171,Company,No,194A,20,17234.2
Rent,137087,Company,Yes,194I,10,13708.7
Contractor,37590,Individual,Yes,194C,1,375.9
Interest,229201,Company,Yes,194A,10,22920.1
Salary,222243,Employee,Yes,192,30,66672.9
Rent,147865,Individual,Yes,194I,10,14786.5
Interest,445223,Individual,Yes,194A,10,44522.3
Rent,219834,Company,No,194I,20,43966.8
Professional,297148,Company,Yes,194J,10,29714.8
Professional,467570,Individual,Yes,194J,10,46757.0
Contractor,64926,Company,No,194C,20,12985.2
Professional,414102,Company,Yes,194J,10,41410.2
Professional,449710,Company,No,194J,20,89942.0
Salary,190537,Employee,Yes,192,5,9526.85
Salary,190635,Employee,No,192,20,38127.0
Rent,213556,Individual,No,194I,20,42711.2
Contractor,267629,Individual,Yes,194C,1,2676.29
Salary,308434,Employee,No,192,20,61686.8
Contractor,294801,Company,Yes,194C,2,5896.02
Rent,451585,Individual,Yes,194I,10,45158.5
Contractor,271427,Company,Yes,194C,1,2714.27
Contractor,309396,Company,No,194C,20,61879.2
Interest,128274,Individual,Yes,194A,10,12827.4
Professional,417126,Company,Yes,194J,10,41712.6
Rent,128533,Company,Yes,194I,10,12853.3
Contractor,486540,Company,No,194C,20,97308.0
Rent,291418,Company,Yes,194I,10,29141.8
Salary,249357,Employee,Yes,192,30,74807.1
Professional,177535,Company,Yes,194J,10,17753.5
Salary,338431,Employee,No,192,20,67686.2
Rent,408218,Individual,No,194I,20,81643.6
Professional,422995,Company,Yes,194J,10,42299.5
Contractor,280119,Individual,No,194C,20,56023.8
Salary,323202,Employee,Yes,192,10,32320.2
Rent,306155,Company,Yes,194I,10,30615.5
Rent,292993,Individual,Yes,194I,10,29299.3
Rent,130230,Company,No,194I,20,26046.0
Rent,212692,Individual,Yes,194I,10,21269.2
Salary,249770,Employee,Yes,192,20,49954.0
Rent,367248,Individual,No,194I,20,73449.6
Rent,233340,Company,Yes,194I,10,23334.0
Salary,380462,Employee,Yes,192,30,114138.6
Interest,170746,Individual,Yes,194A,10,17074.6
Rent,40684,Individual,Yes,194I,10,4068.4
Rent,69583,Individual,No,194I,20,13916.6
Professional,345781,Company,Yes,194J,10,34578.1
Salary,169839,Employee,No,192,20,33967.8
Salary,148937,Employee,No,192,20,29787.4
Rent,118238,Company,No,194I,20,23647.6
Interest,358392,Individual,Yes,194A,10,35839.2
Interest,459648,Individual,Yes,194A,10,45964.8
Contractor,25298,Company,No,194C,20,5059.6
Interest,186940,Individual,No,194A,20,37388.0
Salary,46325,Employee,Yes,192,10,4632.5
Interest,390962,Company,No,194A,20,78192.4
Interest,196199,Individual,No,194A,20,39239.8
Professional,80588,Company,Yes,194J,10,8058.8
Contractor,290488,Individual,No,194C,20,58097.6
Interest,98098,Individual,No,194A,20,19619.6
Interest,177388,Individual,Yes,194A,10,17738.8
Salary,127777,Employee,No,192,20,25555.4
Salary,218742,Employee,No,192,20,43748.4
Contractor,435864,Company,No,194C,20,87172.8
Salary,344366,Employee,Yes,192,20,68873.2
Professional,290290,Company,No,194J,20,58058.0
Contractor,239344,Individual,Yes,194C,2,4786.88
Rent,473492,Individual,No,194I,20,94698.4
Interest,334011,Individual,Yes,194A,10,33401.1
Contractor,363007,Company,No,194C,20,72601.4
Rent,169606,Individual,Yes,194I,10,16960.6
Rent,386589,Individual,Yes,194I,10,38658.9
Contractor,492786,Individual,No,194C,20,98557.2
Salary,465932,Employee,Yes,192,20,93186.4
Interest,64855,Individual,Yes,194A,10,6485.5
Interest,239754,Individual,Yes,194A,10,23975.4
Rent,268178,Individual,No,194I,20,53635.6
Rent,38723,Individual,Yes,194I,10,3872.3
Contractor,144216,Individual,No,194C,20,28843.2
Interest,360623,Individual,No,194A,20,72124.6
Rent,468558,Company,No,194I,20,93711.6
Contractor,159811,Company,Yes,194C,2,3196.22
Professional,364438,Company,No,194J,20,72887.6
Rent,430387,Company,Yes,194I,10,43038.7
Contractor,172319,Individual,No,194C,20,34463.8
Rent,415749,Company,No,194I,20,83149.8
Professional,340421,Individual,No,194J,20,68084.2
Professional,465068,Individual,No,194J,20,93013.6
Contractor,247291,Company,No,194C,20,49458.2
Contractor,205049,Individual,No,194C,20,41009.8
Salary,480810,Employee,Yes,192,5,24040.5
Interest,165906,Individual,Yes,194A,10,16590.6
Interest,293382,Individual,No,194A,20,58676.4
Salary,142667,Employee,Yes,192,5,7133.35
Interest,299041,Individual,Yes,194A,10,29904.1
Professional,256878,Company,No,194J,20,51375.6
Rent,266464,Individual,Yes,194I,10,26646.4
Interest,312021,Individual,No,194A,20,62404.2
Interest,220086,Individual,No,194A,20,44017.2
Rent,274662,Company,Yes,194I,10,27466.2
Salary,276872,Employee,Yes,192,10,27687.2
Interest,63192,Individual,Yes,194A,10,6319.2
Professional,278818,Company,No,194J,20,55763.6
Salary,34379,Employee,Yes,192,20,6875.8
Rent,21905,Company,Yes,194I,10,2190.5
Rent,115263,Individual,Yes,194I,10,11526.3
Interest,363004,Individual,Yes,194A,10,36300.4
Salary,104657,Employee,No,192,20,20931.4
Rent,361654,Individual,No,194I,20,72330.8
Salary,395962,Employee,No,192,20,79192.4
Interest,440777,Company,No,194A,20,88155.4
Contractor,429712,Company,No,194C,20,85942.4
Salary,303399,Employee,Yes,192,10,30339.9
Contractor,129191,Company,No,194C,20,25838.2
Contractor,37750,Company,Yes,194C,2,755.0
Rent,455299,Company,Yes,194I,10,45529.9
Contractor,384006,Company,Yes,194C,1,3840.06
Rent,176914,Individual,Yes,194I,10,17691.4
Rent,462028,Individual,Yes,194I,10,46202.8
Rent,333717,Company,No,194I,20,66743.4
Professional,434744,Individual,No,194J,20,86948.8
Rent,43398,Company,Yes,194I,10,4339.8
Interest,472218,Individual,Yes,194A,10,47221.8
Interest,487259,Company,Yes,194A,10,48725.9
Salary,251987,Employee,Yes,192,20,50397.4
Contractor,110386,Company,No,194C,20,22077.2
Contractor,380593,Individual,No,194C,20,76118.6
Rent,229198,Individual,Yes,194I,10,22919.8
Rent,119357,Individual,Yes,194I,10,11935.7
Interest,429507,Individual,Yes,194A,10,42950.7
Professional,427797,Company,Yes,194J,10,42779.7
Interest,185066,Individual,No,194A,20,37013.2
Contractor,65878,Company,No,194C,20,13175.6
Contractor,478248,Company,No,194C,20,95649.6
Contractor,110967,Company,No,194C,20,22193.4
Professional,157799,Individual,No,194J,20,31559.8
Interest,457136,Individual,No,194A,20,91427.2
Interest,310057,Company,Yes,194A,10,31005.7
Interest,365068,Individual,Yes,194A,10,36506.8
Professional,228839,Company,No,194J,20,45767.8
Salary,111682,Employee,Yes,192,30,33504.6
Contractor,403876,Individual,Yes,194C,1,4038.76
Interest,33371,Company,Yes,194A,10,3337.1
Professional,277636,Company,Yes,194J,10,27763.6
Interest,261426,Individual,No,194A,20,52285.2
Contractor,222689,Individual,Yes,194C,1,2226.89
Rent,334110,Company,Yes,194I,10,33411.0
Contractor,311491,Company,No,194C,20,62298.2
Professional,379986,Individual,No,194J,20,75997.2
Professional,351785,Individual,Yes,194J,10,35178.5
Interest,73368,Company,Yes,194A,10,7336.8
Contractor,81452,Individual,Yes,194C,2,1629.04
Interest,424342,Company,Yes,194A,10,42434.2
Contractor,317699,Company,Yes,194C,1,3176.99
Interest,42943,Individual,No,194A,20,8588.6
Interest,383740,Individual,Yes,194A,10,38374.0
Rent,289275,Individual,Yes,194I,10,28927.5
Contractor,434640,Individual,No,194C,20,86928.0
Interest,188910,Individual,No,194A,20,37782.0
Interest,122500,Individual,No,194A,20,24500.0
Rent,136565,Individual,Yes,194I,10,13656.5
Interest,322178,Individual,No,194A,20,64435.6
Professional,127228,Company,Yes,194J,10,12722.8
Contractor,178891,Individual,Yes,194C,1,1788.91
Professional,495202,Individual,No,194J,20,99040.4
Rent,41786,Company,No,194I,20,8357.2
Interest,118216,Individual,No,194A,20,23643.2
Professional,88547,Individual,Yes,194J,10,8854.7
Interest,137346,Individual,Yes,194A,10,13734.6
Professional,389483,Company,Yes,194J,10,38948.3
Salary,60959,Employee,No,192,20,12191.8
Professional,494472,Company,Yes,194J,10,49447.2
Salary,290036,Employee,No,192,20,58007.2
Rent,496093,Company,No,194I,20,99218.6
Contractor,202719,Individual,Yes,194C,1,2027.19
Salary,212684,Employee,No,192,20,42536.8
Professional,461935,Individual,No,194J,20,92387.0
Professional,390481,Company,Yes,194J,10,39048.1
Interest,82724,Company,Yes,194A,10,8272.4
Interest,239637,Individual,No,194A,20,47927.4
Contractor,489548,Individual,No,194C,20,97909.6
Professional,52408,Company,Yes,194J,10,5240.8
Rent,267623,Individual,No,194I,20,53524.6
Interest,303501,Company,No,194A,20,60700.2
Interest,48305,Company,No,194A,20,9661.0
Rent,348855,Company,Yes,194I,10,34885.5
Professional,129536,Individual,Yes,194J,10,12953.6
Salary,155390,Employee,No,192,20,31078.0
Professional,131861,Company,Yes,194J,10,13186.1
Contractor,460474,Company,No,194C,20,92094.8
Salary,494229,Employee,Yes,192,20,98845.8
Professional,262287,Individual,Yes,194J,10,26228.7
Professional,476514,Individual,Yes,194J,10,47651.4
Professional,150823,Individual,Yes,194J,10,15082.3
Rent,120775,Company,No,194I,20,24155.0
Rent,214946,Individual,No,194I,20,42989.2
Rent,330395,Individual,No,194I,20,66079.0
Professional,442560,Individual,Yes,194J,10,44256.0
Contractor,34240,Individual,Yes,194C,1,342.4
Interest,234877,Individual,Yes,194A,10,23487.7
Interest,293879,Company,No,194A,20,58775.8
Salary,304699,Employee,No,192,20,60939.8
Contractor,110715,Company,No,194C,20,22143.0
Salary,359547,Employee,No,192,20,71909.4
Contractor,497985,Company,Yes,194C,2,9959.7
Contractor,232554,Company,No,194C,20,46510.8
Salary,242890,Employee,No,192,20,48578.0
Rent,337915,Individual,Yes,194I,10,33791.5
Rent,468082,Individual,Yes,194I,10,46808.2
Interest,32114,Individual,Yes,194A,10,3211.4
Interest,499095,Individual,Yes,194A,10,49909.5
Interest,482020,Individual,No,194A,20,96404.0
Contractor,134885,Individual,Yes,194C,2,2697.7
Professional,322324,Individual,Yes,194J,10,32232.4
Professional,441702,Individual,Yes,194J,10,44170.2
Contractor,365368,Company,No,194C,20,73073.6
Contractor,205421,Company,Yes,194C,2,4108.42
Interest,477786,Company,No,194A,20,95557.2
Salary,414318,Employee,Yes,192,30,124295.4
Rent,280508,Company,Yes,194I,10,28050.8
Interest,175801,Company,Yes,194A,10,17580.1
Interest,106185,Company,No,194A,20,21237.0
Contractor,62265,Individual,No,194C,20,12453.0
Salary,371352,Employee,Yes,192,5,18567.6
Professional,78255,Company,No,194J,20,15651.0
Salary,245775,Employee,No,192,20,49155.0
Contractor,160736,Company,No,194C,20,32147.2
Salary,369578,Employee,No,192,20,73915.6
Interest,344775,Company,No,194A,20,68955.0
Interest,246314,Company,Yes,194A,10,24631.4
Rent,359086,Company,Yes,194I,10,35908.6
Professional,108806,Individual,No,194J,20,21761.2
Interest,483254,Individual,Yes,194A,10,48325.4
Interest,391633,Company,Yes,194A,10,39163.3
Rent,465022,Company,No,194I,20,93004.4
Contractor,34926,Individual,No,194C,20,6985.2
Salary,493310,Employee,Yes,192,20,98662.0
Professional,368561,Company,Yes,194J,10,36856.1
Interest,118883,Company,No,194A,20,23776.6
Contractor,263670,Individual,No,194C,20,52734.0
Rent,435773,Individual,Yes,194I,10,43577.3
Contractor,294814,Company,No,194C,20,58962.8
Salary,347078,Employee,No,192,20,69415.6
Rent,316343,Company,Yes,194I,10,31634.3
Rent,200106,Company,No,194I,20,40021.2
Professional,217467,Individual,Yes,194J,10,21746.7
Contractor,130600,Individual,Yes,194C,1,1306.0
Rent,95850,Company,Yes,194I,10,9585.0
Rent,127017,Individual,No,194I,20,25403.4
Salary,143304,Employee,No,192,20,28660.8
Professional,70534,Individual,Yes,194J,10,7053.4
Professional,241892,Individual,Yes,194J,10,24189.2
Rent,438715,Individual,No,194I,20,87743.0
Salary,130046,Employee,No,192,20,26009.2
Rent,388466,Individual,Yes,194I,10,38846.6
Salary,491029,Employee,No,192,20,98205.8
Professional,209803,Company,Yes,194J,10,20980.3
Interest,65161,Individual,Yes,194A,10,6516.1
Contractor,360681,Individual,Yes,194C,2,7213.62
Salary,480998,Employee,Yes,192,10,48099.8
Interest,193822,Individual,Yes,194A,10,19382.2
Rent,151598,Individual,Yes,194I,10,15159.8
Professional,410541,Individual,Yes,194J,10,41054.1
Professional,336197,Individual,Yes,194J,10,33619.7
Interest,380684,Company,Yes,194A,10,38068.4
Interest,141794,Individual,No,194A,20,28358.8
Contractor,347184,Individual,No,194C,20,69436.8
Interest,129827,Company,Yes,194A,10,12982.7
Professional,168991,Individual,Yes,194J,10,16899.1
Rent,249477,Individual,No,194I,20,49895.4
Interest,265629,Individual,Yes,194A,10,26562.9
Interest,28776,Individual,Yes,194A,10,2877.6
Interest,439689,Company,Yes,194A,10,43968.9
Professional,90818,Company,No,194J,20,18163.6
Contractor,22294,Individual,Yes,194C,1,222.94
Contractor,376090,Company,Yes,194C,2,7521.8
Rent,150411,Individual,No,194I,20,30082.2
Salary,436211,Employee,Yes,192,30,130863.3
Salary,252663,Employee,No,192,20,50532.6
Contractor,457741,Company,No,194C,20,91548.2
Professional,218111,Individual,No,194J,20,43622.2
Rent,466118,Company,Yes,194I,10,46611.8
Contractor,22744,Individual,No,194C,20,4548.8
Interest,266877,Company,No,194A,20,53375.4
Salary,106031,Employee,No,192,20,21206.2
Interest,39332,Company,No,194A,20,7866.4
Professional,96640,Company,Yes,194J,10,9664.0
Contractor,32270,Individual,Yes,194C,1,322.7
Professional,479217,Individual,Yes,194J,10,47921.7
Salary,116791,Employee,Yes,192,30,35037.3
Professional,368484,Company,Yes,194J,10,36848.4
Professional,60122,Company,No,194J,20,12024.4
Contractor,287740,Individual,No,194C,20,57548.0
Contractor,331126,Individual,No,194C,20,66225.2
Interest,321950,Individual,Yes,194A,10,32195.0
Salary,139704,Employee,Yes,192,30,41911.2
Contractor,111667,Company,Yes,194C,2,2233.34
Interest,235982,Individual,No,194A,20,47196.4
Salary,424060,Employee,No,192,20,84812.0
Interest,222301,Individual,Yes,194A,10,22230.1
Professional,153058,Individual,Yes,194J,10,15305.8
Interest,110406,Individual,No,194A,20,22081.2
Salary,185829,Employee,No,192,20,37165.8
Professional,153622,Individual,No,194J,20,30724.4
Professional,27759,Individual,No,194J,20,5551.8
Professional,96693,Individual,Yes,194J,10,9669.3
Rent,180980,Individual,No,194I,20,36196.0
Salary,188782,Employee,No,192,20,37756.4
Professional,435159,Company,No,194J,20,87031.8
Contractor,277840,Company,Yes,194C,2,5556.8
Rent,103964,Company,Yes,194I,10,10396.4
Contractor,86464,Company,Yes,194C,2,1729.28
Professional,343404,Individual,Yes,194J,10,34340.4
Interest,32601,Company,Yes,194A,10,3260.1
